UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
12314,29178f9d,L,304.2,313.4,1434,42.5,175,0,No Failure
12315,9056b916,M,298.7,309.7,1868,23.8,118,0,No Failure
12316,50e02aa5,L,298.4,308.0,1571,37.4,50,0,No Failure
12317,e78aed5a,L,300.1,309.6,1546,36.7,77,0,No Failure
12318,e6ebdf3f,H,297.5,308.4,1587,36.1,98,0,No Failure
12319,2ecc5398,L,298.9,308.5,1429,55.1,140,0,No Failure
12320,6daeb5b1,M,302.2,311.4,1432,45.3,33,0,No Failure
12321,93fb4c64,H,298.2,310.0,1433,44.2,68,0,No Failure
12322,15543035,L,301.7,311.0,1343,49.2,25,0,No Failure
12323,d5fe396b,H,300.8,310.3,1457,46.8,182,0,No Failure
12324,5aed2ffa,L,300.7,310.5,1536,47.4,192,0,No Failure
12325,0a05b1cc,M,298.5,307.9,1640,33.1,146,0,No Failure
12326,b558ea9a,L,297.0,307.6,1575,37.4,98,0,No Failure
12327,eae4b7c5,H,303.3,311.4,1692,27.9,55,0,No Failure
12328,67336bf4,L,298.9,308.7,1564,34.1,99,0,No Failure
12329,4524e618,M,300.2,309.5,1630,28.3,51,0,No Failure
12330,cd2ae9c6,L,303.4,311.6,1564,41.9,137,0,No Failure
12331,289dd1bf,H,299.2,308.8,1440,39.1,188,0,No Failure
12332,02b340f5,L,301.5,310.7,1435,38.5,224,0,No Failure
12333,54082bd3,L,302.5,311.1,1571,34.2,201,0,No Failure
12334,76dc641d,L,298.3,308.1,1528,33.9,82,0,No Failure
12335,2f2c4f54,L,302.3,311.6,1309,57.6,77,0,No Failure
12336,e43dbbd1,M,297.4,308.7,1392,46.4,174,0,No Failure
12337,1d9c939e,H,298.4,307.7,1626,31.1,166,0,Random Failures
12338,e27ddc6e,L,299.0,308.8,1495,38.4,75,0,No Failure
12339,52b3e0e0,L,298.3,309.3,1401,51.9,14,0,No Failure
12340,741a318e,L,298.3,307.7,1576,33.8,171,0,No Failure
12341,fcd374f4,L,300.4,311.7,1459,45.6,3,0,No Failure
12342,1dd163fe,L,301.3,311.1,1504,39.1,2,0,No Failure
12343,cd66f218,L,301.3,310.6,1966,22.6,161,0,No Failure
12344,62d93049,L,299.1,308.6,1437,41.6,183,0,No Failure
12345,284b62e7,M,300.2,309.4,1456,48.8,205,0,No Failure
12346,e28b7f67,L,302.4,311.0,1317,59.4,179,0,No Failure
12347,7e8670f0,L,300.4,311.4,1424,44.6,127,0,No Failure
12348,8de8d32e,L,298.0,307.6,1450,48.7,138,0,No Failure
12349,40f0427f,L,299.3,308.8,1603,33.9,203,0,No Failure
12350,7ac2e42d,L,297.4,309.1,1478,49.8,150,0,No Failure
12351,47895e52,L,302.5,310.8,1577,36.9,158,0,No Failure
12352,4d65f7a9,M,297.5,308.9,1535,37.7,12,0,No Failure
12353,e0779586,H,302.4,310.9,1444,40.7,174,0,No Failure
12354,81a977b7,M,299.5,309.0,1602,31.3,210,0,No Failure
12355,29b9e1fd,M,302.5,310.2,1751,30.5,90,0,No Failure
12356,a830621b,L,301.3,311.1,1723,27.6,210,0,No Failure
12357,adb6db20,M,300.3,311.1,1350,58.7,130,0,No Failure
12358,17813559,M,304.1,313.3,1480,38.4,72,0,No Failure
12359,090c6b8a,L,298.9,310.2,1562,42.5,179,0,No Failure
12360,4f59b2c8,L,297.3,308.4,1488,37.4,69,0,No Failure
12361,35f5c38b,M,303.4,311.9,1419,50.9,39,0,No Failure
12362,b51d555c,M,303.1,311.4,1831,23.3,161,0,No Failure
12363,50e7f619,M,299.2,308.4,1529,43.0,50,0,No Failure
12364,361c1013,L,302.5,310.9,1624,34.4,146,0,No Failure
12365,014bc5a8,L,298.7,309.9,1593,42.5,146,0,No Failure
12366,a1f07d24,L,301.0,310.9,1473,44.2,116,0,No Failure
12367,00d10f88,L,301.4,310.7,1436,54.1,90,0,No Failure
12368,70415bcf,M,298.9,309.2,1412,44.1,140,0,No Failure
12369,ce858fac,L,299.5,310.1,1585,35.2,50,0,No Failure
12370,58a06260,L,303.1,312.8,2329,15.1,113,0,No Failure
12371,cff22dba,M,302.2,310.9,1465,43.5,140,0,No Failure
12372,423aabbe,L,297.8,307.9,1447,48.6,46,0,No Failure
12373,7230e9b1,L,297.7,308.7,1731,28.4,104,0,No Failure
12374,44f3ecf5,L,298.2,309.1,1539,36.5,134,0,No Failure
12375,b48f9590,L,298.6,309.6,1715,28.4,90,0,No Failure
12376,ed823c74,L,299.1,308.9,1467,47.2,218,0,No Failure
12377,eeacd8e0,M,298.0,307.9,1417,51.0,137,0,No Failure
12378,347bc87e,H,298.9,309.6,1600,33.5,175,0,No Failure
12379,4e307cc5,L,301.8,310.8,1383,46.4,37,0,No Failure
12380,3c429631,H,302.2,311.6,1357,44.2,142,0,No Failure
12381,be75f26d,L,301.9,310.9,1486,40.3,6,0,No Failure
12382,076611e8,M,297.4,309.0,1497,41.8,144,0,No Failure
12383,74c1f128,L,299.1,310.7,1309,51.1,188,0,No Failure
12384,82c904e1,M,303.7,313.1,2130,18.1,185,0,No Failure
12385,7a53c1c2,M,303.3,312.6,1397,47.1,137,0,No Failure
12386,07f8223c,L,303.8,312.9,1514,34.3,180,0,No Failure
12387,761350d8,H,302.4,310.1,1597,28.9,179,0,No Failure
12388,509b8051,M,297.6,308.4,1611,31.0,48,0,No Failure
12389,15b9da46,L,299.0,310.4,1606,31.1,134,0,No Failure
12390,30280ae4,L,300.9,310.7,1392,44.2,97,0,No Failure
12391,e8b59f2a,L,300.5,311.4,1400,45.1,29,0,No Failure
12392,5be30908,M,296.7,307.8,1672,32.4,113,0,No Failure
12393,380a55a0,M,299.8,311.2,1706,29.2,148,0,No Failure
12394,7599a157,H,297.9,308.4,1637,34.5,191,0,No Failure
12395,19565b23,L,298.6,309.6,1715,28.4,90,0,No Failure
12396,7f8bc665,L,298.3,309.2,1456,45.5,75,0,No Failure
12397,1a24d191,L,297.4,308.3,1431,43.0,113,0,No Failure
12398,790bbba3,H,300.8,310.8,1618,32.8,40,0,No Failure
12399,d496a9c3,L,303.1,311.3,1657,31.8,217,0,No Failure
12400,e2be98e2,L,299.1,308.3,1524,34.1,128,0,No Failure
12401,c5ed435d,H,301.6,310.7,1414,51.7,197,0,No Failure
12402,4b755656,L,303.0,311.2,1800,23.7,61,0,No Failure
12403,0496cf74,L,298.0,307.8,1453,37.7,119,0,No Failure
12404,b2e7417a,L,299.8,309.0,1567,36.1,95,0,No Failure
12405,db99a7f8,L,297.9,308.9,1393,40.6,45,0,No Failure
12406,41e42bb1,M,298.5,309.3,1692,26.7,118,0,No Failure
12407,aec70ad1,L,298.3,309.7,1484,44.3,173,0,No Failure
12408,a26b498a,H,300.7,310.5,1567,38.7,129,0,No Failure
12409,15c9536a,L,297.8,307.8,1452,39.8,21,0,No Failure
12410,805d583a,L,299.2,310.7,1535,42.6,17,0,No Failure
12411,13ee30a5,L,298.4,309.3,1542,35.4,208,0,No Failure
12412,cbe417bb,L,301.1,309.7,1668,30.8,158,0,No Failure
12413,5ebd9edb,L,300.3,311.6,1709,29.5,27,0,No Failure
12414,1c6b19be,L,298.4,309.4,1385,50.0,201,0,No Failure
12415,7af48a52,L,302.4,310.6,1445,40.3,162,0,No Failure
12416,53bd56ac,M,304.1,313.4,1518,42.4,105,0,No Failure
12417,b6befb25,L,299.0,310.3,1577,40.0,181,0,No Failure
12418,480d456d,M,297.2,308.3,1578,37.8,3,0,No Failure
12419,b158a005,L,301.7,310.7,2023,20.9,5,0,No Failure
12420,839ce53f,L,298.2,308.8,1302,60.4,34,0,No Failure
12421,c6fd416c,L,296.8,307.6,1547,36.5,179,0,No Failure
12422,428ceeaf,M,300.9,310.7,1485,41.0,181,0,No Failure
12423,3f4f5dc7,L,299.9,309.5,1779,26.1,169,0,No Failure
12424,6ccbde12,L,301.0,310.9,1828,25.1,166,0,No Failure
12425,76a7382d,M,298.3,307.9,1609,32.4,151,0,No Failure
12426,ce933843,L,300.0,311.2,1629,31.7,62,0,No Failure
12427,30ff8c6e,H,302.5,312.0,1357,42.0,179,0,No Failure
12428,3c1f7c46,L,300.1,311.3,1305,64.7,66,0,No Failure
12429,a20d41df,M,299.7,310.3,1661,34.5,6,0,No Failure
12430,80a81db5,H,300.6,309.8,1913,22.5,157,0,No Failure
12431,b2e3bee0,L,298.2,308.1,1382,43.5,37,0,No Failure
12432,a4ae1e27,M,298.3,308.4,1539,43.4,69,0,No Failure
12433,470321b2,L,302.6,311.0,1506,37.2,95,0,No Failure
12434,7efe12cb,H,297.3,307.9,1461,37.5,161,0,No Failure
12435,2caceffb,M,302.2,310.9,1465,43.5,140,0,No Failure
12436,834af05e,M,300.6,310.7,1566,38.2,187,0,No Failure
12437,1e59c260,L,302.0,311.0,1550,35.2,184,0,No Failure
12438,f8dca840,L,300.7,309.9,1775,26.6,149,0,No Failure
12439,108f45de,L,300.8,310.6,1416,42.2,225,0,No Failure
12440,bc170e26,H,300.6,309.8,1541,36.2,166,0,No Failure
12441,df4636af,L,301.4,310.7,1673,27.8,181,0,No Failure
12442,b9f669fc,L,303.5,311.6,1577,38.1,112,0,No Failure
12443,c01695e8,M,298.6,310.1,1458,41.9,61,0,No Failure
12444,93c3c21f,L,298.5,308.8,1589,30.6,11,0,No Failure
12445,bdcde417,H,300.8,311.2,1612,32.5,143,0,No Failure
12446,8031ae9a,L,298.9,308.7,1729,26.6,73,0,No Failure
12447,e8f055d2,M,301.5,310.7,1359,47.1,115,0,No Failure
12448,bd9359fb,L,303.3,311.3,1592,33.7,14,0,No Failure
12449,8dc537cb,L,298.9,308.8,1530,38.3,23,0,No Failure
12450,0fe1009b,L,300.6,310.1,1337,45.8,62,0,No Failure
12451,e130b18f,H,300.2,309.9,1906,22.9,165,0,No Failure
12452,7c7f73b1,M,298.1,307.8,1569,31.2,131,0,No Failure
12453,9c78f535,L,298.6,309.6,1353,62.5,9,0,No Failure
12454,9a05380a,L,298.9,310.0,1633,31.2,76,0,No Failure
12455,71da2f64,L,302.6,312.1,1782,26.8,198,0,No Failure
12456,f5dd7b83,L,297.6,309.5,1549,34.9,68,0,No Failure
12457,a7ab0ee6,L,298.8,309.1,1368,50.8,115,0,No Failure
12458,181fe379,M,297.5,308.6,1327,52.1,24,0,No Failure
12459,a56673d1,L,300.3,309.9,1518,36.4,0,0,No Failure
12460,72a528cb,L,298.4,309.5,1545,36.6,117,0,No Failure
12461,38361fb4,L,298.2,308.0,1538,38.2,59,0,No Failure
12462,cd8c13fb,L,297.4,308.4,1588,32.5,207,0,No Failure
12463,1a5999b4,M,297.0,307.9,1882,24.2,97,0,No Failure
12464,ced46190,L,299.5,309.4,1563,41.5,183,0,No Failure
12465,d1058c34,L,297.4,308.8,1651,34.1,163,0,No Failure
12466,df9acd50,L,301.3,310.7,1761,24.3,174,0,No Failure
12467,793e0536,M,304.0,312.7,1456,51.2,160,0,No Failure
12468,84c1508e,L,298.9,310.3,1436,39.0,32,0,No Failure
12469,f11420f8,L,301.8,311.0,1651,32.5,195,0,No Failure
12470,12fb95f2,H,304.2,313.5,1546,41.4,58,0,No Failure
12471,12215a0a,L,304.0,313.1,1465,41.0,69,0,No Failure
12472,8d1a0a7a,L,301.5,310.6,1578,34.1,120,0,No Failure
12473,83311cc0,L,297.4,308.8,1538,41.2,126,0,No Failure
12474,297bf8f5,L,297.4,309.4,1401,45.9,49,0,No Failure
12475,3b287c12,L,298.9,310.3,1496,36.3,161,0,No Failure
12476,ae4dbb4e,H,298.9,310.1,1324,54.6,185,0,No Failure
12477,b4e0f100,L,300.6,310.9,1344,46.7,133,0,No Failure
12478,fc539b12,H,301.0,312.2,1489,40.3,117,0,No Failure
12479,3eb2f759,L,298.3,307.6,1942,20.6,176,0,No Failure
12480,2f234a30,M,300.7,311.0,1418,49.3,106,0,No Failure
12481,df2cc1a2,L,298.1,309.0,1497,40.5,58,0,No Failure
12482,1d42be46,L,297.9,307.3,1824,26.3,5,0,No Failure
12483,530f591e,L,300.2,309.2,1431,51.3,57,0,No Failure
12484,7b611ada,L,303.9,313.1,1310,62.9,130,0,No Failure
12485,7f7ed3b4,M,300.6,310.4,1407,51.1,157,0,No Failure
12486,e42f85d4,L,303.6,312.6,1606,33.6,184,0,No Failure
12487,5302f6f1,M,301.0,310.9,1510,44.5,66,0,No Failure
12488,ffdb59d6,L,298.2,309.0,1596,37.2,87,0,No Failure
12489,a99ab8cd,L,301.6,311.1,1408,44.4,106,0,No Failure
12490,05570dad,L,300.5,310.6,1499,45.2,8,0,No Failure
12491,78922a7d,H,299.5,309.4,1386,44.4,154,0,No Failure
12492,a6f07d45,M,296.8,307.4,1472,43.9,30,0,No Failure
12493,df855be4,M,301.9,310.5,1590,40.3,130,0,No Failure
12494,25862155,L,298.8,310.0,1389,49.6,149,0,No Failure
12495,c8f48b42,L,299.8,309.4,1467,46.2,219,0,No Failure
12496,bb21c971,M,300.1,310.1,1501,39.3,195,0,No Failure
12497,8c767d7b,H,298.5,309.3,1421,50.3,124,0,No Failure
12498,641b5450,M,298.9,310.6,1679,35.8,14,0,No Failure
12499,48012ee0,M,302.4,310.2,1485,45.9,50,0,No Failure
12500,7814bda6,M,303.4,311.9,1510,42.2,36,0,No Failure
12501,a7c2f2fd,L,298.4,308.2,1528,36.2,196,0,No Failure
12502,8642c336,L,301.5,310.5,1611,33.8,144,0,No Failure
12503,9bd08822,L,298.8,310.1,1653,30.3,119,0,No Failure
12504,d4b1e9ba,M,300.0,309.9,1530,34.5,71,0,No Failure
12505,63006a5c,M,302.7,311.7,1784,25.1,177,0,No Failure
12506,290460e0,L,303.9,313.1,1310,62.9,130,0,No Failure
12507,0c3367b1,L,299.5,309.3,1972,19.3,177,0,No Failure
12508,d416c62f,L,303.6,312.8,1701,30.8,12,0,No Failure
12509,da245f5b,L,299.0,308.9,1511,35.9,16,0,No Failure
12510,915e9a3e,L,303.4,312.3,1663,33.9,78,0,No Failure
12511,a4750f99,L,298.9,309.9,1526,35.4,96,0,No Failure
12512,bb6c232f,L,302.4,310.1,1418,52.3,141,0,No Failure
12513,79fd4392,L,299.1,310.6,1818,24.1,173,0,No Failure
12514,85fb1e68,L,300.9,310.5,2288,16.1,85,0,No Failure
12515,7e5058e3,L,297.4,308.3,1854,21.8,24,0,No Failure
12516,c66c1807,M,303.5,312.2,1818,23.6,109,0,No Failure
12517,d030b92d,L,298.6,309.6,1423,42.7,82,0,No Failure
12518,0b8d202b,L,297.3,308.4,1472,41.3,67,0,No Failure
12519,ef035315,L,303.0,312.3,1533,38.5,134,0,No Failure
12520,94f0671d,L,299.6,311.1,1679,30.7,129,0,No Failure
12521,98ee747a,M,301.2,312.3,1548,38.3,87,0,No Failure
12522,2cfbf187,L,302.2,310.6,1632,30.5,122,0,No Failure
12523,558a0780,L,301.0,309.5,1430,48.5,122,0,No Failure
12524,08d826ff,L,297.4,308.2,1402,49.7,41,0,No Failure
12525,7fbdc9be,L,303.1,311.3,1474,34.8,215,0,No Failure
12526,aa6c91bc,L,300.5,309.5,1542,38.5,108,0,No Failure
12527,e3a67c2c,H,303.7,312.8,1488,42.8,54,0,No Failure
12528,f05020bf,L,299.9,311.0,1747,27.6,177,0,No Failure
12529,656ddf76,L,300.2,311.4,1891,22.6,86,0,No Failure
12530,cb892e51,L,297.5,308.4,1723,27.3,67,0,No Failure
12531,d657ed16,L,302.2,310.9,1531,37.5,60,0,No Failure
12532,6a55e9c7,L,297.6,309.4,1958,22.1,108,0,No Failure
12533,b6368418,M,297.0,307.9,1493,34.7,57,0,No Failure
12534,080a72ac,L,298.7,308.5,1480,42.2,58,0,No Failure
12535,ad648a1f,L,303.8,312.6,1565,36.0,179,0,No Failure
12536,f5060134,L,297.6,309.4,1958,22.1,108,0,No Failure
12537,5860b7d1,H,302.0,310.9,1679,29.0,222,0,No Failure
12538,7b8d4527,H,304.0,313.0,1701,30.4,171,0,No Failure
12539,1fd10a84,M,302.3,311.4,1909,23.2,25,0,No Failure
12540,6519546d,M,298.7,310.3,1481,41.5,83,0,No Failure
12541,6739eab7,L,301.2,310.6,1437,51.2,112,0,No Failure
12542,144c0269,L,303.4,311.6,1564,41.9,137,0,No Failure
12543,14f3796c,L,299.5,310.7,1589,33.5,5,0,No Failure
12544,bef2a95a,M,303.4,311.8,2133,18.3,207,0,No Failure
12545,7f3cfe42,M,302.3,311.7,1423,44.6,93,0,No Failure
12546,ef0b94e1,L,302.8,312.1,1958,20.3,56,0,No Failure
12547,8ebfacd1,M,300.5,311.6,1246,52.9,165,0,No Failure
12548,bb044f18,M,301.0,310.8,1533,39.3,194,0,No Failure
12549,2c978a03,M,302.3,311.2,1507,47.7,70,0,No Failure
12550,182dc67f,L,300.8,311.7,1578,31.4,219,0,No Failure
12551,1aa88cca,L,297.0,308.1,1355,43.7,217,0,No Failure
12552,c1e4c40c,L,301.9,310.4,1884,23.4,163,0,No Failure
12553,c504e19b,L,302.5,311.5,1677,29.2,49,0,No Failure
12554,90a621f0,L,297.9,307.6,1344,54.3,151,0,No Failure
12555,39c9ffa0,L,300.2,309.5,1539,35.3,80,0,No Failure
12556,b4abfb20,M,302.1,310.8,1504,37.5,42,0,No Failure
12557,071f76bb,L,303.5,313.1,1897,23.6,75,0,No Failure
12558,35b2feb6,L,303.7,312.7,1426,45.5,192,0,No Failure
12559,77daba2c,M,297.4,309.3,1622,35.0,123,0,No Failure
12560,683d9ac5,L,298.9,310.1,1580,37.3,100,0,No Failure
12561,41db28ce,M,302.5,311.9,1414,51.6,205,0,No Failure
12562,af840fb9,L,301.5,310.7,1686,27.9,135,0,No Failure
12563,ab422d26,M,300.0,309.9,1651,28.1,114,0,No Failure
12564,ffd48c51,L,300.5,309.7,1887,24.3,28,0,No Failure
12565,dfd614fd,H,299.9,309.6,1462,51.0,119,0,No Failure
12566,b1f3187a,M,295.5,306.1,1822,24.3,164,0,No Failure
12567,86a64b97,M,298.1,307.8,1636,36.7,51,0,No Failure
12568,08f84abd,M,300.3,309.9,1611,29.0,177,0,No Failure
12569,b23c51e8,M,300.9,309.9,1465,42.9,209,0,No Failure
12570,ebc50584,L,298.8,309.7,1529,44.0,136,0,No Failure
12571,4621d604,L,301.0,310.5,1932,21.7,79,0,No Failure
12572,dc5adf63,M,302.2,311.3,1521,40.6,52,0,No Failure
12573,cd1c68a2,L,302.1,311.2,1550,34.8,177,0,No Failure
12574,66ceb771,M,300.2,311.4,1570,35.3,138,0,No Failure
12575,24ef0a0a,L,304.1,313.1,1666,34.6,33,0,No Failure
12576,60324823,L,300.6,309.8,1502,42.4,133,0,No Failure
12577,8edb29cf,M,302.3,311.2,1432,42.7,68,0,No Failure
12578,c64263fe,L,303.5,312.4,1503,36.5,191,0,No Failure
12579,8ef91930,L,300.8,312.5,1423,47.3,123,0,No Failure
12580,0f010638,L,300.1,309.4,1568,39.7,42,0,No Failure
12581,35c823cc,M,297.4,309.3,1499,36.8,88,0,No Failure
12582,8c2d6e2c,L,298.4,308.0,1526,41.1,162,0,No Failure
12583,c1574536,L,300.6,310.4,2514,13.4,215,0,No Failure
12584,4905e4fc,L,300.7,310.8,1534,41.3,69,0,No Failure
12585,27e3dda3,L,297.6,308.3,1742,27.7,13,0,No Failure
12586,3eb87a7c,H,300.3,311.6,1801,23.6,97,0,No Failure
12587,24fb8a1f,M,299.8,310.6,1574,31.8,113,0,No Failure
12588,ce51ae3a,L,299.3,310.6,1480,45.1,107,0,No Failure
12589,3f5c71e2,M,300.8,310.6,1669,28.4,79,0,No Failure
12590,c134e9da,L,296.7,307.7,1524,36.8,82,0,No Failure
12591,e4943c51,M,300.8,310.8,1549,35.5,79,0,No Failure
12592,46c971fe,M,302.2,311.5,1734,25.0,116,0,No Failure
12593,2f5b07b3,L,301.1,312.3,1682,29.7,83,0,No Failure
12594,08e42f99,L,298.2,309.0,1489,40.6,89,0,No Failure
12595,abf7cee2,M,296.4,307.2,2071,19.4,183,0,No Failure
12596,300acdd5,L,300.5,311.5,1490,38.4,67,0,No Failure
12597,0a8d989f,M,298.6,309.2,1742,30.0,37,0,No Failure
12598,186a86e3,L,302.6,312.4,1398,41.6,40,0,No Failure
12599,27f02616,L,300.6,310.7,1543,39.6,60,0,No Failure
12600,9091e599,M,298.8,308.6,1486,41.1,13,0,No Failure
12601,5ea80ec8,M,302.4,310.1,1520,36.6,97,0,No Failure
12602,c200937a,L,301.5,310.5,1351,52.9,116,0,No Failure
12603,a3acc051,L,300.5,309.5,1542,38.5,108,0,No Failure
12604,f1caeab8,M,301.3,311.5,1648,32.4,0,0,No Failure
12605,b7f3d2af,L,298.1,308.4,1438,45.6,105,0,No Failure
12606,1b722475,L,296.5,307.6,1541,38.5,98,0,No Failure
12607,80832366,L,298.3,308.3,1444,43.8,176,0,No Failure
12608,9ad9f3d1,M,299.8,310.8,1530,35.2,163,0,No Failure
12609,9cf31e08,L,300.0,309.5,1869,22.7,49,0,No Failure
12610,23fa04cd,L,300.8,312.0,1416,46.5,7,0,No Failure
12611,6cbe5eb0,L,299.4,309.0,1613,32.2,178,0,No Failure
12612,effe4d5b,M,297.6,308.3,1567,34.6,71,0,No Failure
12613,2815d931,M,299.1,308.4,1332,51.7,71,0,No Failure
12614,b89d8803,L,303.8,313.0,1452,38.6,72,0,No Failure
12615,6397af2a,L,298.7,310.2,1566,33.1,68,0,No Failure
12616,da69e327,L,297.5,308.4,1511,42.8,209,0,No Failure
12617,036d9696,L,297.8,308.9,1518,40.4,2,0,No Failure
12618,0e058957,L,303.0,311.1,1980,20.2,137,0,No Failure
12619,a4f09e80,L,299.1,309.5,1512,39.0,75,0,No Failure
12620,2dc65894,M,299.7,310.3,1429,47.7,35,0,No Failure
12621,2835b914,L,301.3,310.8,1428,55.2,88,0,No Failure
12622,6d5cd912,L,303.5,311.9,1405,45.6,10,0,No Failure
12623,e97ef9d2,L,300.2,311.6,1606,31.0,199,0,No Failure
12624,80b6fd7f,L,300.7,310.3,1458,40.0,207,0,No Failure
12625,7a32a87d,L,299.3,308.6,1482,37.6,132,0,No Failure
12626,9b5f0b74,L,302.0,310.6,1361,46.7,182,0,No Failure
12627,67aa49b7,L,297.1,308.4,1529,40.4,165,0,No Failure
12628,4f5a0cc2,H,301.1,310.6,1407,43.9,111,0,No Failure
12629,5eab17a0,M,303.7,312.9,1566,32.6,9,0,No Failure
12630,ba608d92,L,299.3,309.0,1511,47.8,148,0,No Failure
12631,ca72e1b0,M,299.4,308.7,1487,52.6,205,0,No Failure
12632,2b6e3792,M,299.5,310.1,1659,31.5,44,0,No Failure
12633,1197e31d,H,300.9,310.7,1656,30.7,200,0,No Failure
12634,54f1b144,L,298.2,307.6,1492,37.2,178,0,No Failure
12635,9cae05ed,M,303.8,313.2,1710,26.5,190,0,No Failure
12636,eaf50b90,M,302.5,311.9,1532,38.8,96,0,No Failure
12637,d11c16d3,L,297.8,308.9,1506,33.5,26,0,No Failure
12638,abd58776,M,300.8,310.8,1549,35.5,79,0,No Failure
12639,ab508ece,L,302.2,311.5,1427,43.8,88,0,No Failure
12640,6da222e9,L,295.6,306.0,1419,51.1,7,0,No Failure
12641,3e3d7c99,L,298.6,310.1,1439,49.9,17,0,No Failure
12642,6a994d93,L,297.5,308.4,1384,56.0,73,0,No Failure
12643,be22eba8,L,298.5,310.2,1676,32.7,18,0,No Failure
12644,078b1b7b,L,302.6,312.1,1519,38.1,178,0,No Failure
12645,3816427f,M,302.3,311.8,1879,23.0,124,0,No Failure
12646,6852b61e,L,297.9,307.6,1612,30.7,134,0,No Failure
12647,e88a4581,L,298.4,309.0,2304,15.1,89,0,No Failure
12648,f525c4da,L,300.6,310.0,1313,52.9,93,0,No Failure
12649,f59ee22d,L,299.3,308.6,1371,50.5,136,0,No Failure
12650,c19c3792,L,299.2,310.2,1697,30.6,12,0,No Failure
12651,c7ddd951,M,301.1,311.6,1266,55.5,210,0,No Failure
12652,224d028e,L,299.7,311.1,1574,36.4,135,0,No Failure
12653,c6668181,H,301.1,311.1,1618,29.5,160,0,No Failure
12654,0d9ff02d,L,298.0,307.8,1414,51.7,140,0,No Failure
12655,ef97f1a5,M,298.0,308.0,1620,29.4,75,0,No Failure
12656,3606688a,M,298.7,309.4,1375,48.3,157,0,No Failure
12657,609d5598,L,297.7,309.1,1477,38.3,60,0,No Failure
12658,e83d4c27,H,301.4,310.7,1536,44.4,96,0,No Failure
12659,45979c74,M,299.6,311.1,1649,33.8,133,0,No Failure
12660,b400c5c5,L,300.9,312.7,1416,43.8,112,0,No Failure
12661,4ea83c2e,L,299.8,310.1,1553,42.0,177,0,No Failure
12662,10325825,M,297.4,308.7,1425,50.3,152,0,No Failure
12663,028acf96,L,299.3,309.0,1786,23.5,100,0,No Failure
12664,43cdb34a,L,302.0,310.5,1978,22.0,106,0,No Failure
12665,a0e46222,L,299.2,308.4,1620,34.1,89,0,No Failure
12666,72fe904d,L,302.2,310.9,1531,37.5,60,0,No Failure
12667,12081fd4,L,296.3,307.3,1439,41.5,208,0,No Failure
12668,f8e1e1b1,M,301.1,310.5,1309,60.7,100,0,No Failure
12669,99e0d35a,M,297.4,308.8,1359,48.7,220,0,No Failure
12670,aedf6b3e,L,300.8,311.3,1462,41.4,75,0,No Failure
12671,90125973,L,295.7,306.1,1408,47.9,117,0,No Failure
12672,4690d2f2,L,302.5,311.9,1265,59.8,119,0,No Failure
12673,28a2d68c,M,300.7,310.8,1452,47.9,77,0,No Failure
12674,5923080e,L,298.2,307.8,1530,35.9,68,0,No Failure
12675,bcabfff3,M,298.5,309.4,1365,48.7,56,0,No Failure
12676,c90b9797,L,302.1,311.0,1364,50.0,205,0,No Failure
12677,939f8e85,M,296.9,307.8,1544,40.3,150,0,No Failure
12678,1739a449,M,297.4,308.7,1481,48.0,117,0,No Failure
12679,1b18fc2f,L,297.6,309.3,1610,35.0,6,0,No Failure
12680,97e64824,M,300.2,311.7,1397,50.2,71,0,No Failure
12681,4b937dd7,L,299.0,310.1,1463,37.4,56,0,No Failure
12682,a1b67d08,H,300.6,309.5,1495,36.5,79,0,No Failure
12683,89732047,L,303.7,312.5,1641,36.0,125,0,No Failure
12684,0bcc1ec8,M,301.3,311.1,1438,43.0,137,0,No Failure
12685,188b0d5a,H,302.5,310.4,1422,41.9,156,0,No Failure
12686,dc569f0f,L,297.1,308.4,1550,37.0,167,0,No Failure
12687,57aa4845,L,302.9,311.0,1820,24.6,128,0,No Failure
12688,d105b34c,M,298.9,310.0,1323,52.9,106,0,No Failure
12689,4e53def2,L,298.4,309.3,1545,36.9,3,0,No Failure
12690,23b8f147,M,300.2,311.6,1533,46.4,24,0,No Failure
12691,864f6e9b,L,300.4,311.8,1601,36.1,0,0,No Failure
12692,3a486bd3,L,300.4,311.1,1397,50.8,189,0,No Failure
12693,f626711e,L,297.2,308.4,1605,30.0,183,0,No Failure
12694,da8db23b,L,298.9,310.1,1602,38.2,58,0,No Failure
12695,10041721,M,299.2,310.4,1502,39.8,34,0,No Failure
12696,6c6e9fee,L,302.0,309.8,1649,31.0,152,0,No Failure
12697,8da034b6,L,301.7,311.0,1546,43.0,23,0,No Failure
12698,0c6e8aaf,M,300.7,311.6,1348,62.5,36,0,No Failure
12699,7ac22b6e,L,298.2,307.9,1544,31.4,192,0,No Failure
12700,cce0e107,L,299.0,308.6,1378,47.8,163,0,No Failure
12701,dc34f513,L,298.2,307.8,1749,26.1,66,0,No Failure
12702,91ddf5c5,L,298.4,308.0,1380,47.6,130,0,No Failure
12703,1900022e,H,300.1,311.6,1674,29.6,85,0,No Failure
12704,2ba1500d,L,297.9,309.0,1532,37.6,47,0,No Failure
12705,f61f037e,L,302.9,311.2,1751,23.8,196,0,No Failure
